geneName droNov galGal
LOXL2 DNOV00005217 419533
SNAP29 DNOV00011712 416766
HOXB13 DNOV00010503 771676
NBN DNOV00005036 374246
EEF2K DNOV00001907 416619
ZNF335 DNOV00017301 396131
DOK1 DNOV00018471 430423
STAU1 DNOV00015545 419213
PRSS55 DNOV00013573 428663
DCX DNOV00005811 374242
SEL1L3 DNOV00011296 422804
SLC25A28 DNOV00016489 423832
ORAI2 DNOV00001731 417509
CASKIN2 DNOV00000446 422125
ABCD2 DNOV00009554 417694
SRGAP3 DNOV00012492 416115
NKIRAS1 DNOV00016357 420654
C3H6ORF203 DNOV00006657 421779
LOC101747472 DNOV00001270 101747472
TBX5 DNOV00001325 373988
SLC38A11 DNOV00000101 424181
TXLNA DNOV00001517 419648
LOC101748292 DNOV00016945 101748292
SGK3 DNOV00008088 420167
CWC22 DNOV00017526 424123
LOC420491 DNOV00008291 420491
C10ORF122 DNOV00008420 768745
SCLT1 DNOV00015862 422486
EIF4E3 DNOV00005138 416093
RARS2 DNOV00011833 421823
SLITRK4 DNOV00018366 422287
C1H11orf82 DNOV00014950 101750305
RABL5 DNOV00001720 417503
IL17RD DNOV00007597 395186
NAB1 DNOV00000605 374126
ZNF513 DNOV00015039 421989
STOML1 DNOV00002886 415303
AQP12 DNOV00013561 424861
KIAA1377 DNOV00014704 100859489
TCP10 DNOV00004486 421567
QKI DNOV00005986 374204
WDR33 DNOV00001797 424753
ZCCHC17 DNOV00009879 404295
PIGM DNOV00005597 428583
CYTH3 DNOV00001919 416626
TINAGL1 DNOV00011623 430648
CCNT2 DNOV00014416 424289
PLEK DNOV00003528 395669
CHRM2 DNOV00006347 418126
SEMA5B DNOV00009493 424248
C1QC DNOV00014762 419503
WASF1 DNOV00006628 421761
SLC6A7 DNOV00002658 416277
STK25 DNOV00011104 378801
MOBKL2C DNOV00005907 424615
GAD2 DNOV00008294 395395
PHF5A DNOV00002573 417991
GEMIN8 DNOV00017445 418631
GLUL DNOV00002209 396489
TRAPPC4 DNOV00013938 419788
KCTD18 DNOV00000643 424069
RASA3 DNOV00009731 418736
LOC421982 DNOV00015044 421982
IFT46 DNOV00013944 419780
PPIH DNOV00014775 419507
HLCS DNOV00007336 418516
G3BP1 DNOV00005642 416265
DLEU7 DNOV00003653 101750559
KIAA2026 DNOV00012155 427227
MTRF1 DNOV00014080 418830
DNAJC17 DNOV00016674 770519
PADI1 DNOV00017051 428171
BAG3 DNOV00015354 423931
SF3A2 DNOV00016617 420077
CXXC5 DNOV00012372 416138
FAM54B DNOV00001454 419586
LOC426881 DNOV00014934 426881
POLE3 DNOV00003279 417275
MRP63 DNOV00004185 771615
TUSC2 DNOV00012760 415910
EXOSC1 DNOV00008333 423844
HBEGF DNOV00012364 395654
MARCKS DNOV00012854 396473
LRRC32 DNOV00011961 428121
GLO1 DNOV00004946 421428
GNG11 DNOV00000989 771999
ATAD2B DNOV00013963 421972
NLRP3 DNOV00013828 423021
ZNF740 DNOV00018021 100859343
HARBI1 DNOV00006672 423193
FAM123A DNOV00004171 418939
TTC21B DNOV00000093 424176
DHRS3 DNOV00004689 419480
PFDN1 DNOV00012365 416142
TNFSF11 DNOV00014087 428067
KLHL34 DNOV00007469 418604
REV1 DNOV00003145 418703
LOC423967 DNOV00008439 423967
SOCS4 DNOV00011527 423557
COL8A2 DNOV00011652 428221
SLC6A15 DNOV00016630 417881
ANKRD60 DNOV00017615 419320
ANKZF1 DNOV00000145 429038
CMTM6 DNOV00001032 420667
HMGCLL1 DNOV00014505 421886
HPSE DNOV00016645 373981
POMC DNOV00013592 422011
NIPAL4 DNOV00005618 416245
FKBP10 DNOV00015867 427013
LIPG DNOV00007919 426846
TMEM14A DNOV00018756 421897
LOC421253 DNOV00010186 421253
PBK DNOV00016297 422003
RPL10A DNOV00000360 419895
NPDC1 DNOV00011179 770620
GOLT1B DNOV00010539 418192
ADRB2 DNOV00002673 427623
DYRK2 DNOV00004048 427864
MRPS6 DNOV00013761 427978
MUC6 DNOV00017609 414878
MSLNL DNOV00005312 770761
HMGXB4 DNOV00004315 418059
NDUFV1 DNOV00014307 430210
SOAT1 DNOV00002187 424424
SYNJ2 DNOV00008814 421656
SREBF1 DNOV00005277 373915
GLT8D2 DNOV00004275 418085
WDR75 DNOV00000591 423985
PLCG2 DNOV00011507 415805
LOC426852 DNOV00014393 426852
ARL1 DNOV00013415 417934
UNC5D DNOV00005177 426920
IKBKB DNOV00013305 426792
CHID1 DNOV00016056 423103
NDUFB8 DNOV00007061 423763
PSMB4 DNOV00013980 429986
RNASEH2B DNOV00003654 418874
C21H1ORF187 DNOV00004673 419492
LOC100857291 DNOV00011138 100857291
CHRNA10 DNOV00017008 430628
PHF17 DNOV00015861 422502
TMEM132E DNOV00001760 771389
MPPED1 DNOV00004891 418229
VLDLR DNOV00012966 396154
GRAP DNOV00005295 416523
MYOD1 DNOV00006429 374048
ATG5 DNOV00006663 421784
SPHK1 DNOV00013637 427803
DHRS12 DNOV00003662 770438
DCSTAMP DNOV00007751 420265
RBBP6 DNOV00008709 416569
LOC101748661 DNOV00019094 101748661
PAQR3 DNOV00015770 770386
APOV1 DNOV00014853 396476
NGEF DNOV00001781 424744
CCDC117 DNOV00016004 416917
LOC101751271 DNOV00006244 101751271
PAX1 DNOV00015699 100859138
NMBR DNOV00002344 428610
CHMP7 DNOV00005215 419535
MEOX2 DNOV00003873 374137
ACAA1 DNOV00002472 770094
TKT DNOV00013192 415991
CDH2 DNOV00016540 414745
PARP8 DNOV00016038 427198
PHF12 DNOV00007355 417580
FOXN1 DNOV00007372 417570
DPM1 DNOV00013866 419349
TMEM128 DNOV00003401 422845
DTNB DNOV00016786 421992
IKZF2 DNOV00000733 395309
RGS1 DNOV00006239 424360
ENO4 DNOV00012257 423918
XAF1 DNOV00003704 417677
PROK1 DNOV00000404 428257
LIAS DNOV00002030 422791
VRK2 DNOV00017594 100857144
RRM2 DNOV00007439 421936
IARS DNOV00015230 415957
HOXC8 DNOV00017893 395711
RRAS2 DNOV00003056 423062
ADAM22 DNOV00000949 420537
PLCL1 DNOV00000637 424060
NUP88 DNOV00001717 417501
IGSF3 DNOV00012192 418451
TBC1D2 DNOV00014982 427374
TMEM216 DNOV00007885 777441
PLCXD1 DNOV00015685 418673
GOLGA7 DNOV00013314 426787
GNG13 DNOV00005309 771014
MAF DNOV00009375 693248
EMB DNOV00016037 395242
GSG1 DNOV00002530 769937
ATF7 DNOV00017899 769661
PBRM1 DNOV00012746 396074
EMC1 DNOV00013912 419470
NEK5 DNOV00003668 418881
SRRM4 DNOV00001339 416989
TTC6 DNOV00003974 423333
C9ORF93 DNOV00005725 427242
CNBP DNOV00011605 395731
PLEKHO2 DNOV00006805 769198
PXMP4 DNOV00017087 419153
SMG1 DNOV00002223 416605
C20H20ORF11 DNOV00006519 419235
ZBED4 DNOV00008907 417734
NFIL3 DNOV00004539 395326
TM9SF3 DNOV00007045 395460
UROC1 DNOV00007639 416035
LOC772190 DNOV00005535 772190
FAM109B DNOV00002555 427898
TIE1 DNOV00008748 424562
LOC418168 DNOV00004398 418168
UBE2J2 DNOV00010606 419421
CIRH1A DNOV00017333 769632
C10H15ORF59 DNOV00002880 415313
RP9 DNOV00014479 420747
LOC101751150 DNOV00011156 101751150
CCDC89 DNOV00015397 426393
CC2D1B DNOV00004619 772226
ALPK1 DNOV00014918 100858173
PAAF1 DNOV00015410 419061
LOC416309 DNOV00002932 416309
SOS1 DNOV00003570 431192
TMTC3 DNOV00015958 417888
C3H6ORF138 DNOV00016842 422064
OSBPL5 DNOV00006454 770816
ANK3 DNOV00011992 396309
TNFSF10 DNOV00007120 378894
LOC100858796 DNOV00009845 100858796
LYN DNOV00012596 421127
CNO DNOV00009198 421000
LOC100858970 DNOV00014810 100858970
PEF1 DNOV00001532 419644
FARP1 DNOV00011219 418781
PLA2G12B DNOV00015576 423705
LIF DNOV00013135 427718
PPIP5K2 DNOV00017068 427276
MAK16 DNOV00005182 426924
IL17REL DNOV00008913 769256
RPS6 DNOV00005712 396148
CYP26A1 DNOV00006575 408183
LOC419032 DNOV00015639 419032
C1H2ORF49 DNOV00003178 418725
NOC3L DNOV00006587 423799
SLC38A1 DNOV00014517 417806
MOK DNOV00005509 428910
ANAPC10 DNOV00009625 422461
ZNF650 DNOV00000068 424158
SESN1 DNOV00006637 421766
TMEM184A DNOV00001968 769655
VIL1 DNOV00000171 396423
GDPD1 DNOV00006174 417631
DNASE1L3 DNOV00007582 416008
LHX2 DNOV00011770 395705
HPS6 DNOV00008322 770328
LOC770321 DNOV00012606 770321
GRIN1 DNOV00003284 404296
RASSF6 DNOV00014002 422653
CASC3 DNOV00018274 426135
CZH5ORF44 DNOV00002805 427165
NFAM1 DNOV00002550 417979
EME1 DNOV00000490 422104
WDR18 DNOV00008967 420100
INTS1 DNOV00001964 416461
TTF1 DNOV00006753 417169
GREM2 DNOV00005600 421507
TMEM35 DNOV00001623 422194
USP45 DNOV00014027 421793
NPHP4 DNOV00006121 419377
TMEM19 DNOV00004076 417856
THEM4 DNOV00018563 100858223
LYAR DNOV00003402 422846
MAP1LC3A DNOV00017783 419142
RAP2B DNOV00013621 417349
SVEP1 DNOV00013440 427338
TTC8 DNOV00006222 423401
UTS2 DNOV00014973 404535
MAOA DNOV00018000 418563
NUDT21 DNOV00016242 100858636
GSN DNOV00003453 395774
TXNDC12 DNOV00004622 772208
CNTF DNOV00015019 396488
MAFK DNOV00001967 395518
RS1 DNOV00007484 772315
CD2 DNOV00012195 768858
SETD2 DNOV00016061 420404
C2H18orf63 DNOV00017624 421015
CZH9ORF80 DNOV00013427 427331
NR3C2 DNOV00016913 374131
CHRD DNOV00006044 395828
PKIG DNOV00008481 419195
UGP2 DNOV00003538 373900
SHROOM2 DNOV00011851 418651
PRIM1 DNOV00016737 426646
TSPAN1 DNOV00005922 424607
IGSF9B DNOV00009933 428237
DACH1 DNOV00008134 373935
GOLT1A DNOV00000306 771662
AFF4 DNOV00002981 416337
ACMSD DNOV00014415 424288
LMX1A DNOV00006298 777133
FAM46A DNOV00009297 421845
TBC1D7 DNOV00015274 420853
PGD DNOV00004651 419450
SZT2 DNOV00008753 424566
CNNM1 DNOV00008350 423833
MANSC1 DNOV00004927 426428
EDEM2 DNOV00015561 770034
HAO1 DNOV00001197 416728
VEZT DNOV00008389 417911
STAU2 DNOV00008054 420184
LOC101749861 DNOV00001728 101749861
FGF1 DNOV00002989 396094
BBS2 DNOV00016240 415694
HPCAL4 DNOV00001492 419676
NUP85 DNOV00000453 422120
PAXIP1 DNOV00002508 420441
LOC100858564 DNOV00017768 100858564
ATF2 DNOV00000028 395727
SLC35A5 DNOV00003842 418368
CERCAM DNOV00003188 427768
MTMR12 DNOV00010842 427423
MYO1C DNOV00007400 417555
BCL7B DNOV00013890 100857890
NCDN DNOV00011643 419633
GAS2 DNOV00010336 422970
ELN DNOV00001664 396441
SGK196 DNOV00016407 422491
LOC419584 DNOV00009859 419584
LOC419112 DNOV00004812 419112
PRMT10 DNOV00016916 422470
PRDX6 DNOV00006270 429062
LAS1L DNOV00009166 422174
NYX DNOV00016215 418566
LDLRAD3 DNOV00012788 423160
KIAA1407 DNOV00014861 418352
MFSD9 DNOV00003169 418720
LOC101748001 DNOV00018208 101748001
CTNS DNOV00006148 417606
NR2C2 DNOV00012471 395253
NSDHL DNOV00005753 422302
AHRR DNOV00014402 420989
ZNF277 DNOV00010175 427859
MPZL3 DNOV00014286 419778
DBF4B DNOV00012877 771128
FAM46C DNOV00010770 426544
LPAR6 DNOV00003640 396118
RTDR1 DNOV00001390 416954
LOC101748009 DNOV00001808 101748009
KIAA1468 DNOV00009221 420907
ARMC3 DNOV00016113 420503
KLHDC4 DNOV00015507 415831
OSGIN1 DNOV00011438 415706
C3H1orf101 DNOV00005579 421495
ENY2 DNOV00005004 420275
CTIF DNOV00007925 770140
MRPL55 DNOV00002434 100858219
LOC420093 DNOV00013048 420093
LGSN DNOV00013707 428642
JPH2 DNOV00008469 770867
BANP DNOV00015510 415834
DDX20 DNOV00000234 419869
PFN2 DNOV00013732 771904
MFSD1 DNOV00009896 425017
PM5 DNOV00002228 416602
UBE2K DNOV00002033 428787
PSMB3 DNOV00015463 419997
ABHD13 DNOV00015008 418763
ZMAT5 DNOV00013128 417017
TCEANC2 DNOV00004592 424657
RPN1 DNOV00018230 416017
STRA8 DNOV00013420 417938
CPSF4 DNOV00005261 416494
MANEA DNOV00014011 421807
LOC100857259 DNOV00002417 100857259
KCNC1 DNOV00006433 423076
RAB26 DNOV00008726 416554
ACAD8 DNOV00009938 419739
FGF6 DNOV00014143 768907
SPATA20 DNOV00000496 422100
KAT2B DNOV00006906 428441
CKAP5 DNOV00006678 423190
RAB31 DNOV00009445 430750
LOC422353 DNOV00016146 422353
PIP5K1B DNOV00005702 427243
SPOCK3 DNOV00010731 422425
SIVA1 DNOV00016395 423493
MCFD2 DNOV00011022 421413
LAMC3 DNOV00006738 417180
SOCS3 DNOV00014797 395299
ASIC4 DNOV00000135 769191
LRRTM3 DNOV00012627 423649
SS18L2 DNOV00009335 769135
LOC101749606 DNOV00011203 101749606
SUCNR1 DNOV00009925 771768
MAPKAP1 DNOV00011754 395627
ABHD2 DNOV00004778 415493
CIT DNOV00001344 416984
FAM73B DNOV00009535 427765
FZD3 DNOV00013581 395572
UVSSA DNOV00006398 422903
RFXANK DNOV00015670 426623
COX6C DNOV00007778 420243
GOLGB1 DNOV00016501 426868
PRDM5 DNOV00011256 422673
TBCE DNOV00005965 426319
UQCR10 DNOV00013129 770937
CDCA9 DNOV00007704 415745
NSRP1 DNOV00006127 417588
UCN3 DNOV00004789 769274
CYP17A1 DNOV00014576 425056
RNP DNOV00004679 100526659
CDK15 DNOV00000664 424086
LOC421081 DNOV00016553 421081
SPC25 DNOV00000082 424172
PSMD7 DNOV00013444 415869
XPNPEP2 DNOV00014108 422137
MXRA8 DNOV00010595 395347
LOC416633 DNOV00002267 416633
ENTPD1 DNOV00016496 423826
CTH DNOV00011337 424716
ANO1 DNOV00010303 423144
C2H7orf72 DNOV00014557 100857655
VSNL1 DNOV00007417 396189
SLC25A22 DNOV00016041 429678
TMEM181 DNOV00002318 421659
PSMD6 DNOV00005104 416079
PCDH12 DNOV00011895 416191
WIPI1 DNOV00000574 417437
CHCHD6 DNOV00007652 416029
DPF2 DNOV00017724 374236
PCMTD2 DNOV00006536 419248
TNFAIP8 DNOV00009613 427384
TTL DNOV00010200 416711
COMP DNOV00015815 420120
HHEX DNOV00006572 396182
DAZL DNOV00006891 374054
GJB1 DNOV00001605 378797
LOC100859837 DNOV00017648 100859837
ORAOV1 DNOV00010309 423142
CDYL DNOV00008657 420877
CCZ1 DNOV00001925 416433
TPST1 DNOV00007408 417546
PIPOX DNOV00017029 771808
CPSF3L DNOV00010600 419418
THBD DNOV00015696 101752029
CLCN7 DNOV00009816 416656
SNX9 DNOV00008813 421654
FAM107B DNOV00004846 426376
SUSD3 DNOV00013199 415988
LRRC8B DNOV00004233 424516
NCOA1 DNOV00013587 422016
INTS8 DNOV00005064 420230
VPS53 DNOV00006165 417622
YME1L1 DNOV00008286 428418
USP36 DNOV00014792 426457
TCFL5 DNOV00006517 771446
CHERP DNOV00008553 420144
LANCL1 DNOV00000727 424006
NCS1 DNOV00006730 396336
CNEP1R1 DNOV00007686 415736
LOC101752206 DNOV00010506 101752206
SLC15A1 DNOV00011217 378789
TRMT5 DNOV00010232 423520
VPS35 DNOV00007710 415750
MC5R DNOV00009419 421047
SAMSN1 DNOV00012132 418470
C3H6ORF72 DNOV00015666 395778
POLR1A DNOV00006388 422910
TESK1 DNOV00016201 429878
UBP1 DNOV00013472 428458
C1H3ORF26 DNOV00003810 418381
GCK DNOV00017776 430370
TRAPPC10 DNOV00010871 771556
C14ORF166B DNOV00015934 427063
LOC770082 DNOV00002544 770082
RAB3IL1 DNOV00015028 423123
YIPF5 DNOV00002995 416344
RNF113A DNOV00009106 419956
WDFY1 DNOV00001863 424806
C5H14ORF159 DNOV00006207 423409
FAM212A DNOV00010935 101751145
OVCH2 DNOV00003105 769290
SEMA6A DNOV00015913 427387
MED10 DNOV00014194 420940
LOC101748511 DNOV00011928 101748511
RNF185 DNOV00001372 416965
IFT20 DNOV00003716 417671
GGNBP2 DNOV00003754 425053
GCNT4 DNOV00002750 427207
KATNB1 DNOV00007557 415631
SNX6 DNOV00010081 771038
CWC25 DNOV00015460 420000
BTBD1 DNOV00004730 415461
ANAPC15 DNOV00017015 100857405
CCAR1 DNOV00012644 423692
ZNF711 DNOV00015779 422269
NUAK2 DNOV00000293 419828
TSPAN19 DNOV00016631 100859115
IHH DNOV00000152 395801
CASP9 DNOV00014778 426970
SYCP2 DNOV00015301 419219
RASD1 DNOV00005273 416507
DNTTIP1 DNOV00016791 431225
SNCG DNOV00005404 395392
CCP110 DNOV00014313 416613
IST1 DNOV00013453 415877
PEX13 DNOV00001184 421197
MEP1A DNOV00011039 422060
C21ORF7 DNOV00012272 418487
SLC15A2 DNOV00009489 424244
PCSK7 DNOV00014273 395455
TUBG1 DNOV00016172 420025
NTN3 DNOV00009778 396387
MDH1 DNOV00003539 421281
C21H1ORF144 DNOV00017994 419462
CCDC90A DNOV00011575 420837
TMEM87A DNOV00001086 423231
TJP1 DNOV00003323 415388
CNOT4 DNOV00013417 417936
DVL3 DNOV00006059 424949
RAB12 DNOV00009455 421048
CZH9ORF64 DNOV00004524 427457
TMEM59 DNOV00004593 424656
REXO2 DNOV00016094 419761
MSL1 DNOV00018273 777194
OCC-1 DNOV00004287 771624
WHSC1 DNOV00006407 422897
DCLRE1A DNOV00007199 423902
PCNT DNOV00010994 424039
GAPDH DNOV00012063 374193
UBA5 DNOV00008183 414879
KIAA2013 DNOV00004682 428195
MMAA DNOV00009621 422464
EIF2S1 DNOV00001161 423279
ZDHHC21 DNOV00005731 427356
ELP4 DNOV00012299 428603
OGT DNOV00001612 422203
TRAF3 DNOV00005516 423471
RPGRIP1L DNOV00007667 425392
HOMER2 DNOV00004727 415458
CHCHD1 DNOV00007026 423741
MPP1 DNOV00001620 422197
LOC428618 DNOV00012832 428618
SELK DNOV00013186 415995
HTR1D DNOV00014669 769107
ENPP3 DNOV00002404 426928
DCPS DNOV00012679 419716
RAI14 DNOV00010828 427431
ASPHD2 DNOV00017536 425447
ABCA2 DNOV00011175 426955
NKAP DNOV00008889 422368
ATMIN DNOV00011517 426138
SPIRE2 DNOV00015982 415855
ERN1 DNOV00008700 771230
NOXA1 DNOV00011198 417282
TTLL11 DNOV00003449 417115
FAM96B DNOV00009345 415789
LOC425224 DNOV00006586 425224
TLE3 DNOV00015440 415568
CHDH DNOV00013188 415993
DIRAS2 DNOV00004545 425241
LOC101748113 DNOV00006375 101748113
CA4 DNOV00003758 417647
LTN1 DNOV00012268 418482
LUC7L2 DNOV00002542 417971
CYP26C1 DNOV00006574 423806
LOC101750509 DNOV00017677 101750509
PMEPA1 DNOV00015854 428166
ARHGEF6 DNOV00001553 422247
LOC100858814 DNOV00007364 100858814
EPDR1 DNOV00013526 420731
RPL18A DNOV00010894 417823
LOC769755 DNOV00001628 769755
C10H15ORF60 DNOV00002876 769575
ZDHHC1 DNOV00007514 769748
OFD1 DNOV00011875 418633
RPL29 DNOV00011356 770249
POGZ DNOV00013981 429985
LOC422887 DNOV00006417 422887
ERCC6 DNOV00017045 423785
SELE DNOV00006295 424402
PEX12 DNOV00001754 417526
MED30 DNOV00007829 420284
SRBD1 DNOV00011033 421408
IL10 DNOV00000267 428264
CNTNAP1 DNOV00017495 428309
ME3 DNOV00014954 419019
ALDH5A1 DNOV00009184 420818
CYP24A1 DNOV00013851 395827
C8H1ORF111 DNOV00006254 424370
TPI1 DNOV00011797 396435
NEUROD4 DNOV00016691 395959
GNL2 DNOV00013653 419614
PDE4B DNOV00017397 424700
NETO1 DNOV00017759 421018
CENPF DNOV00014891 395357
AKAP2 DNOV00013424 100533110
LOC417372 DNOV00000432 417372
CDK1 DNOV00011994 396252
MORN4 DNOV00008339 425290
TCN2 DNOV00013146 429737
TMF1 DNOV00005125 426072
GFOD2 DNOV00007541 415642
ZFYVE21 DNOV00005532 423486
MAPRE1 DNOV00009053 419288
ABHD5 DNOV00001025 420673
C7ORF50 DNOV00001956 416455
PXK DNOV00011460 416065
SMG7 DNOV00002143 424444
WNT9B DNOV00012884 771092
SNN DNOV00002259 416429
BCKDHB DNOV00009298 395375
MTFMT DNOV00006796 415532
LOC101749651 DNOV00011827 101749651
UBE2J1 DNOV00011821 395528
IRF8 DNOV00015489 396385
ADAMTSL1 DNOV00005717 431603
ANGPTL7 DNOV00004667 101750033
TSEN54 DNOV00000444 422126
ANO9 DNOV00015592 422996
COL9A1 DNOV00013686 771873
WDR53 DNOV00013555 770128
HTR4 DNOV00005668 416150
SLC29A1 DNOV00004964 421439
ABCB10 DNOV00004444 421537
LINGO3 DNOV00016623 420075
CHST2 DNOV00012988 429123
THOC5 DNOV00001299 417019
N4BP1 DNOV00007695 415739
SLC32A1 DNOV00008524 419167
RPH3AL DNOV00015254 772026
C17H9ORF16 DNOV00009514 417215
PPP4R4 DNOV00017723 423430
CD14 DNOV00012379 100194427
CDC45 DNOV00011693 416776
SLC38A9 DNOV00010125 427139
PKHD1 DNOV00011078 422044
GAL DNOV00015580 423117
LOC423635 DNOV00005359 423635
MRPL44 DNOV00001880 424795
MTMR8 DNOV00005776 422312
LOC422497 DNOV00015855 422497
ASPH DNOV00017363 421142
CCDC146 DNOV00010415 417723
ADNP2 DNOV00009199 420805
SCRN1 DNOV00006876 420635
MMP9 DNOV00017302 395387
SLC16A9 DNOV00011990 423667
PHLPP2 DNOV00013457 415881
FUNDC2 DNOV00001617 422200
DNAJC24 DNOV00012301 421603
LDB1 DNOV00008324 395952
IMPA1 DNOV00015802 420199
GPX8 DNOV00010119 426170
KAZALD1 DNOV00008305 423856
LOC421978 DNOV00013970 421978
LOC101747660 DNOV00014798 101747660
HCRTR2 DNOV00014503 428644
LRRC48 DNOV00005279 416510
ING2 DNOV00008607 422553
HAPLN1 DNOV00013509 396475
KIAA1737 DNOV00004029 771996
ATP6V1B2 DNOV00005184 395497
SPATA5L1 DNOV00004705 415441
YOD1 DNOV00000262 428266
INPP4A DNOV00003134 418690
CXCR2 DNOV00000181 430652
WDR45L DNOV00007149 417339
KLHL15 DNOV00015645 418598
SUN2 DNOV00002613 418021
FSHR DNOV00016896 395962
CDC25A DNOV00017735 420375
ONECUT2 DNOV00014382 100857974
USP6NL DNOV00014624 423110
C14ORF1 DNOV00004018 423366
BTAF1 DNOV00006567 423817
GFPT1 DNOV00014066 419514
CCDC125 DNOV00013801 427313
TAX1BP1 DNOV00006866 395490
COX11 DNOV00000514 770638
ZNF704 DNOV00015796 420194
PM20D2 DNOV00011825 421816
PALLD DNOV00010722 422428
REXO1 DNOV00013517 428327
DUOXA1L DNOV00002838 427483
LOC770996 DNOV00016301 770996
PRR5L DNOV00012792 423162
FBXL21 DNOV00002929 416306
CASS4 DNOV00015842 419330
ATL1 DNOV00009996 423577
IKBKE DNOV00000272 430480
SH3KBP1 DNOV00007477 418608
ATG14 DNOV00011531 428922
SLC13A2 DNOV00007373 427830
LOC424998 DNOV00007094 424998
HTR1F DNOV00012178 427963
TWIST2 DNOV00012806 395405
CLDN5 DNOV00011692 374028
CDK19 DNOV00006621 421756
TAS1R3 DNOV00010598 428182
TSPO DNOV00004887 418226
CHEK2 DNOV00016005 768913
LOC423822 DNOV00006558 423822
RHBDL3 DNOV00000537 417411
SYT2 DNOV00007272 396327
SAMD15 DNOV00004038 423376
POLD3 DNOV00015423 419053
FAM101A DNOV00000866 771797
RPF2 DNOV00006618 428624
TMEM150A DNOV00007052 423759
AACS DNOV00000876 416811
DDB1 DNOV00007882 374050
FEZF1 DNOV00008953 100859279
LOC424593 DNOV00005943 424593
LRRC19 DNOV00008747 424561
SLC1A3 DNOV00010812 395443
LMF2 DNOV00017836 429380
ADCY9 DNOV00010694 395339
EPC1 DNOV00008266 420471
UBOX5 DNOV00010570 422940
LOC101750621 DNOV00001644 101750621
SNX8 DNOV00001978 416468
LOC100859235 DNOV00012954 100859235
SCFD2 DNOV00002085 770088
PDCL2 DNOV00002098 422749
MGARP DNOV00009656 770869
C14H16ORF89 DNOV00002303 416394
SOX7 DNOV00013570 771337
ZMYM2 DNOV00015208 418954
CACYBP DNOV00002164 424437
YIPF4 DNOV00004997 421464
PPM1M DNOV00011363 415941
MYO3AL DNOV00015158 427419
LOC100859007 DNOV00014120 100859007
STOX1 DNOV00012645 100858074
FEM1B DNOV00015429 415559
CSF3 DNOV00017040 396216
MATK DNOV00008227 769076
B3GALT5 DNOV00007318 427985
LOC101751993 DNOV00013286 101751993
LOC101749834 DNOV00001984 101749834
LOC770371 DNOV00000437 770371
PIGF DNOV00011025 100858021
HMGN5 DNOV00001647 422278
C3H6ORF70 DNOV00004469 421553
ANKRD50 DNOV00011410 422663
ZBTB37 DNOV00002156 429073
FRYL DNOV00002074 422765
SLC41A3 DNOV00007644 416033
PHF13 DNOV00014967 101750144
PAN2 DNOV00017497 429172
PROC DNOV00001789 395085
TMEM159 DNOV00001897 427005
C5H14ORF102 DNOV00006212 423404
MAN1A2 DNOV00012079 418265
ZFPM2 DNOV00007745 420269
C7H21ORF58 DNOV00010993 424040
RILPL2 DNOV00000855 416824
LEPREL1 DNOV00009680 414143
TTK DNOV00009300 421849
CARS2 DNOV00014998 418757
ARL4C DNOV00012819 424026
NEMF DNOV00009988 428926
WDR88 DNOV00009316 101752101
ITGB3BP DNOV00015306 424689
FAM8A1 DNOV00018465 771369
LOC422106 DNOV00000488 422106
ICOS DNOV00000705 424105
ITGB1BP3 DNOV00004710 415448
RC3H1 DNOV00002159 424439
SVIL DNOV00008271 420475
C19H17ORF63 DNOV00007358 417578
GPR61 DNOV00018289 100858985
TMEM101 DNOV00018130 776864
ENPEP DNOV00014911 428771
ZFAT DNOV00005837 420319
FAHD1 DNOV00005317 416538
AADAT DNOV00010712 428728
TM2D2 DNOV00014327 426780
PCID2 DNOV00009745 418745
LIMK1 DNOV00001665 373922
BLM DNOV00013394 415577
MSX2 DNOV00002690 395245
PTPN5 DNOV00006451 423085
RRAD DNOV00009346 415790
FDFT1 DNOV00017104 422038
C17ORF78 DNOV00003749 417655
MRPL10 DNOV00016307 426521
PDZK1IP1 DNOV00005903 424619
TM6SF1 DNOV00004731 415462
LOC416354 DNOV00003021 416354
PRKCZ DNOV00006087 419399
KDELC1 DNOV00014218 418766
LOC769267 DNOV00014773 769267
CHSY1 DNOV00006810 415521
ZFP91 DNOV00015018 423128
GSC DNOV00015537 396273
WIBG DNOV00018712 100858240
ZBTB20 DNOV00014865 418349
NF2 DNOV00013126 395158
NUDCD1 DNOV00005005 428379
RAB21 DNOV00004077 771383
TMEM48 DNOV00004599 772284
F2RL3 DNOV00008545 420139
EPN2 DNOV00005296 416524
TMX3 DNOV00017356 421027
TMEM69 DNOV00005931 424604
SYNGR3 DNOV00005328 416548
BAP1 DNOV00011370 415944
GLT8D1 DNOV00012748 415898
PACSIN1 DNOV00000350 419903
RTN4R DNOV00015929 417001
NDUFB3 DNOV00000652 424078
KIAA0564 DNOV00014084 428066
MLF2 DNOV00011790 418284
CHRNA9 DNOV00002038 395522
NT5C3 DNOV00014482 395080
RBM38 DNOV00015850 768866
ELOVL1 DNOV00008751 424564
DECR1 DNOV00005037 420218
SRSF3 DNOV00000389 419815
TCHP DNOV00000760 425209
SNAP25 DNOV00001209 396444
MST1R DNOV00010925 427573
ABCF3 DNOV00006057 424950
ATL2 DNOV00003560 100859117
FAM103A1 DNOV00004728 415459
LOC101749307 DNOV00008527 101749307
HPS3 DNOV00013723 425047
GABRR1 DNOV00011823 428632
